"Date","Flight ID","Model","ICAO Model","Tail Number","Aircraft ID","Category/Class","Approaches","Hold","Landings","FS Night Landings","FS Day Landings","X-Country","Night","IMC","Simulated Instrument","Ground Simulator","Dual Received","CFI","SIC","PIC","Total Flight Time","CFI Time (HH:MM)","SIC Time (HH:MM)","PIC (HH:MM)","Total Flight Time (HH:MM)","Route","Flight Properties","Comments","Hobbs Start","Hobbs End","Engine Start","Engine End","Engine Time","Flight Start","Flight End","Flying Time","Complex","Constant-speed prop","Flaps","Retract","Tailwheel","High Performance","Turbine","Signature State","Date of Signature","CFI Comment","CFI Certificate","CFI Name","CFI Expiration","Public","Solo Time","Landings - Night, towered Airport","Checkride - Instrument","Instructor Name","Checkride - Commercial"
"2010-09-19","6421909","C-172 M, Cessna  Skyhawk","C172","4XCGL","268","ASEL","0","","0","0","0","","","","1.2","","1.3","0.00","0.00","0.00","1.30","","","","1:18","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-09-15","6421908","C-172 M, Cessna  Skyhawk","C172","4XCGL","268","ASEL","0","","0","0","0","1.7","1.7","","","","1.7","0.00","0.00","0.00","1.70","","","","1:42","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-09-13","6421907","C-172 M, Cessna  Skyhawk","C172","4XCGL","268","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.00","1.00","","","1:00","1:00","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-09-02","6421906","C-172 M, Cessna  Skyhawk","C172","4XCGL","268","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.30","1.30","","","1:18","1:18","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-08-30","6421905","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.30","1.30","","","1:18","1:18","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-08-16","6421904","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.80","0.80","","","0:48","0:48","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-08-05","6421903","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.90","0.90","","","0:54","0:54","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-08-02","6421902","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.00","1.00","","","1:00","1:00","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-07-26","6421901","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.30","1.30","","","1:18","1:18","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-07-14","6421900","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.80","0.80","","","0:48","0:48","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-06-30","6421899","C-172 M, Cessna  Skyhawk","C172","4XCGL","268","ASEL","0","","0","0","0","","1.1","","","","1.1","0.00","0.00","0.00","1.10","","","","1:06","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-04-07","6421898","C-172 N, Cessna  Skyhawk/100","C172","4XCGQ","47200","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.40","1.40","","","1:24","1:24","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-03-15","6421897","C-172 N, Cessna  Skyhawk/100","C172","4XCGQ","47200","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.90","0.90","","","0:54","0:54","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-01-30","6421896","C-172 R, Cessna  Skyhawk","C172","N916TA","501","ASEL","0","","0","0","0","","","","","","","0.00","0.00","2.00","2.00","","","2:00","2:00","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-01-29","6421895","C-172 R, Cessna  Skyhawk","C172","N916TA","501","ASEL","0","","0","0","0","","","","","","","0.00","0.00","2.00","2.00","","","2:00","2:00","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-01-21","6421894","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.30","1.30","","","1:18","1:18","","1 Night Landing(s) at a Towered Airport","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","1","","",""
"2009-12-20","6421893","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.80","0.80","","","0:48","0:48","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2009-12-06","6421892","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.30","1.30","","","1:18","1:18","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2009-12-01","6421891","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.00","1.00","","","1:00","1:00","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2009-11-23","6421890","C-152, Cessna","C152","4XCWC","55872","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.50","0.50","","","0:30","0:30","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2009-11-20","6421889","C-152, Cessna","C152","4XCSJ","47196","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.00","1.00","","","1:00","1:00","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1991-11-23","6421888","C-172 P, Cessna  Skyhawk","C172","4XCGS","206032","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.30","0.30","","","0:18","0:18","","Solo Time: 0.3","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.30","","","",""
"1991-08-25","6421887","C-152, Cessna","C152","4XALY","909","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.50","0.50","","","0:30","0:30","","Solo Time: 0.5","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.50","","","",""
"1991-06-15","6421886","C-152, Cessna","C152","4XALY","909","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.60","0.60","","","0:36","0:36","","Solo Time: 0.6","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.60","","","",""
"1991-02-28","6421885","C-152, Cessna","C152","4XALY","909","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.60","0.60","","","0:36","0:36","","Solo Time: 0.6","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.60","","","",""
"1990-11-17","6421884","C-152, Cessna","C152","4XALY","909","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.50","0.50","","","0:30","0:30","","Solo Time: 0.5","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.50","","","",""
"1990-08-02","6421883","C-172 P, Cessna  Skyhawk","C172","4XCGS","206032","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.50","0.50","","","0:30","0:30","","Solo Time: 0.5","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.50","","","",""
"1990-04-28","6421882","C-172 P, Cessna  Skyhawk","C172","4XCGS","206032","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.80","0.80","","","0:48","0:48","","","Bi Annual","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1990-03-09","6421881","C-172 P, Cessna  Skyhawk","C172","4XCGS","206032","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.80","0.80","","","0:48","0:48","","Solo Time: 0.8","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.80","","","",""
"1989-10-20","6421880","C-172 P, Cessna  Skyhawk","C172","4XCGF","30500","ASEL","0","","0","0","0","0.7","","","","","","0.00","0.00","0.70","0.70","","","0:42","0:42","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1989-09-01","6421879","C-172 P, Cessna  Skyhawk","C172","4XCGF","30500","ASEL","0","","0","0","0","1.3","","","","","","0.00","0.00","1.30","1.30","","","1:18","1:18","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1989-05-25","6421878","C-172 P, Cessna  Skyhawk","C172","4XCGS","206032","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.60","0.60","","","0:36","0:36","","Solo Time: 0.6","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.60","","","",""
"1988-12-31","6421877","C-172 P, Cessna  Skyhawk","C172","4XCGF","30500","ASEL","0","","0","0","0","1.0","","","","","","0.00","0.00","1.00","1.00","","","1:00","1:00","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1988-09-24","6421876","C-172 P, Cessna  Skyhawk","C172","4XCAU","16466","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.40","0.40","","","0:24","0:24","","Solo Time: 0.4","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.40","","","",""
"1988-09-23","6421875","C-172 P, Cessna  Skyhawk","C172","4XCAU","16466","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.30","0.30","","","0:18","0:18","","Solo Time: 0.3","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.30","","","",""
"1988-06-26","6421874","C-172 P, Cessna  Skyhawk","C172","4XCAR","47917","ASEL","0","","0","0","0","1.1","","","","","","0.00","0.00","1.10","1.10","","","1:06","1:06","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1988-06-17","6421873","C-152, Cessna","C152","4XALY","909","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.30","1.30","","","1:18","1:18","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1988-04-26","6421872","C-172 P, Cessna  Skyhawk","C172","4XCAR","47917","ASEL","0","","0","0","0","0.8","0.8","","","","0.8","0.00","0.00","0.00","0.80","","","","0:48","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1988-04-14","6421871","C-172 P, Cessna  Skyhawk","C172","4XCAR","47917","ASEL","0","","0","0","0","1.0","1.0","","","","1.0","0.00","0.00","0.00","1.00","","","","1:00","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1988-03-31","6421870","C-172 P, Cessna  Skyhawk","C172","4XCAR","47917","ASEL","0","","0","0","0","","1.1","","","","1.1","0.00","0.00","0.00","1.10","","","","1:06","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1988-03-18","6421869","C-172 P, Cessna  Skyhawk","C172","4XCAR","47917","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.50","0.50","","","0:30","0:30","","Solo Time: 0.5","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.50","","","",""
"1988-03-18","6421868","C-172 P, Cessna  Skyhawk","C172","4XCAR","47917","ASEL","0","","0","0","0","","","","","","0.7","0.00","0.00","0.00","0.70","","","","0:42","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1988-03-01","6421867","C-152, Cessna","C152","4XALX","60070","ASEL","0","","0","0","0","1.3","","","","","","0.00","0.00","1.30","1.30","","","1:18","1:18","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1988-02-14","6421866","C-152, Cessna","C152","4XALX","60070","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.90","0.90","","","0:54","0:54","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1988-02-12","6421865","C-152, Cessna","C152","4XALX","60070","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.00","1.00","","","1:00","1:00","","Solo Time: 1.0","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","1.00","","","",""
"1988-02-12","6421864","C-152, Cessna","C152","4XALX","60070","ASEL","0","","0","0","0","","","","","","0.8","0.00","0.00","0.00","0.80","","","","0:48","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1988-01-22","6421863","C-152, Cessna","C152","4XALX","60070","ASEL","0","","0","0","0","","","","","","0.7","0.00","0.00","0.00","0.70","","","","0:42","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1988-01-16","6421862","C-152, Cessna","C152","4XALX","60070","ASEL","0","","0","0","0","","","","","","1.1","0.00","0.00","0.00","1.10","","","","1:06","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1988-01-15","6421861","C-152, Cessna","C152","4XALX","60070","ASEL","0","","0","0","0","","","","1.3","","1.3","0.00","0.00","0.00","1.30","","","","1:18","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1988-01-09","6421860","C-152, Cessna","C152","4XALX","60070","ASEL","0","","0","0","0","2.8","","","","","","0.00","0.00","2.80","2.80","","","2:48","2:48","","Solo Time: 2.8","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","2.80","","","",""
"1988-01-08","6421859","C-152, Cessna","C152","4XALX","60070","ASEL","0","","0","0","0","1.2","","","","","","0.00","0.00","1.20","1.20","","","1:12","1:12","","Solo Time: 1.2","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","1.20","","","",""
"1988-01-02","6421858","C-152, Cessna","C152","4XALY","909","ASEL","0","","0","0","0","0.7","","","","","0.7","0.00","0.00","0.00","0.70","","","","0:42","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1988-01-02","6421857","C-152, Cessna","C152","4XALY","909","ASEL","0","","0","0","0","0.8","","","","","0.8","0.00","0.00","0.00","0.80","","","","0:48","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1988-01-01","6421856","C-152, Cessna","C152","4XCGA","206030","ASEL","0","","0","0","0","2.2","","","","","","0.00","0.00","2.20","2.20","","","2:12","2:12","","Solo Time: 2.2","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","2.20","","","",""
"1987-12-08","6421855","C-152, Cessna","C152","4XCGA","206030","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.00","1.00","","","1:00","1:00","","Solo Time: 1.0","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","1.00","","","",""
"1987-11-28","6421854","C-152, Cessna","C152","4XALX","60070","ASEL","0","","0","0","0","0.8","","","","","0.8","0.00","0.00","0.00","0.80","","","","0:48","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1987-11-28","6421853","C-152, Cessna","C152","4XALX","60070","ASEL","0","","0","0","0","1.0","","","","","1.0","0.00","0.00","0.00","1.00","","","","1:00","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1987-11-27","6421852","C-152, Cessna","C152","4XALX","60070","ASEL","0","","0","0","0","","","","0.8","","0.8","0.00","0.00","0.00","0.80","","","","0:48","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1987-11-14","6421851","C-152, Cessna","C152","4XCGA","206030","ASEL","0","","0","0","0","","","","","","1.0","0.00","0.00","0.00","1.00","","","","1:00","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1987-11-14","6421850","C-152, Cessna","C152","4XALX","60070","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.60","0.60","","","0:36","0:36","","Solo Time: 0.6","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.60","","","",""
"1987-11-14","6421849","C-152, Cessna","C152","4XALX","60070","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.10","1.10","","","1:06","1:06","","Solo Time: 1.1","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","1.10","","","",""
"1987-11-14","6421848","C-152, Cessna","C152","4XALX","60070","ASEL","0","","0","0","0","","","","","","0.1","0.00","0.00","0.00","0.10","","","","0:06","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1987-11-07","6421847","C-152, Cessna","C152","4XALY","909","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.30","1.30","","","1:18","1:18","","Solo Time: 1.3","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","1.30","","","",""
"1987-11-07","6421846","C-152, Cessna","C152","4XALY","909","ASEL","0","","0","0","0","","","","","","0.7","0.00","0.00","0.00","0.70","","","","0:42","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1987-10-23","6421845","C-152, Cessna","C152","4XALX","60070","ASEL","0","","0","0","0","","","","0.9","","0.9","0.00","0.00","0.00","0.90","","","","0:54","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1987-10-09","6421844","C-152, Cessna","C152","4XALY","909","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.90","0.90","","","0:54","0:54","","Solo Time: 0.9","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.90","","","",""
"1987-10-09","6421843","C-152, Cessna","C152","4XALY","909","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.90","0.90","","","0:54","0:54","","Solo Time: 0.9","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.90","","","",""
"1987-10-09","6421842","C-152, Cessna","C152","4XALY","909","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.90","0.90","","","0:54","0:54","","Solo Time: 0.9","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.90","","","",""
"1987-10-08","6421841","C-152, Cessna","C152","4XALY","909","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.40","1.40","","","1:24","1:24","","Solo Time: 1.4","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","1.40","","","",""
"1987-10-08","6421840","C-152, Cessna","C152","4XALY","909","ASEL","0","","0","0","0","","","","","","0.2","0.00","0.00","0.00","0.20","","","","0:12","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1987-10-02","6421839","C-152, Cessna","C152","4XALY","909","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.80","0.80","","","0:48","0:48","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1987-10-02","6421838","C-152, Cessna","C152","4XALY","909","ASEL","0","","0","0","0","","","","","","0.3","0.00","0.00","0.00","0.30","","","","0:18","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1987-09-18","6421837","C-152, Cessna","C152","4XALX","60070","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.80","0.80","","","0:48","0:48","","Solo Time: 0.8","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.80","","","",""
"1987-09-18","6421836","C-152, Cessna","C152","4XALX","60070","ASEL","0","","0","0","0","","","","","","0.2","0.00","0.00","0.00","0.20","","","","0:12","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1987-09-11","6421835","C-152, Cessna","C152","4XALX","60070","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.20","0.20","","","0:12","0:12","","Solo Time: 0.2","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.20","","","",""
"1987-09-11","6421834","C-152, Cessna","C152","4XALX","60070","ASEL","0","","0","0","0","","","","","","0.4","0.00","0.00","0.00","0.40","","","","0:24","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1987-08-28","6421833","C-152, Cessna","C152","4XALX","60070","ASEL","0","","0","0","0","","","","","","0.7","0.00","0.00","0.00","0.70","","","","0:42","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1987-08-21","6421832","C-152, Cessna","C152","4XCGB","898","ASEL","0","","0","0","0","","","","","","0.9","0.00","0.00","0.00","0.90","","","","0:54","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1987-08-14","6421831","C-152, Cessna","C152","4XALX","60070","ASEL","0","","0","0","0","","","","","","0.9","0.00","0.00","0.00","0.90","","","","0:54","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1987-08-01","6421830","C-152, Cessna","C152","4XALY","909","ASEL","0","","0","0","0","","","","","","1.0","0.00","0.00","0.00","1.00","","","","1:00","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1987-07-28","6421829","C-152, Cessna","C152","4XALY","909","ASEL","0","","0","0","0","","","","","","0.6","0.00","0.00","0.00","0.60","","","","0:36","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1987-07-24","6421828","C-152, Cessna","C152","4XCGA","206030","ASEL","0","","0","0","0","","","","","","1.0","0.00","0.00","0.00","1.00","","","","1:00","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1987-07-18","6421827","C-152, Cessna","C152","4XCGA","206030","ASEL","0","","0","0","0","","","","","","0.9","0.00","0.00","0.00","0.90","","","","0:54","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1987-07-04","6421826","C-152, Cessna","C152","4XALX","60070","ASEL","0","","0","0","0","","","","","","1.0","0.00","0.00","0.00","1.00","","","","1:00","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1987-06-26","6421825","C-152, Cessna","C152","4XALX","60070","ASEL","0","","0","0","0","","","","","","1.9","0.00","0.00","0.00","1.90","","","","1:54","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1987-06-20","6421824","C-152, Cessna","C152","4XCGA","206030","ASEL","0","","0","0","0","","","","","","0.9","0.00","0.00","0.00","0.90","","","","0:54","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1987-06-06","6421823","C-152, Cessna","C152","4XCGA","206030","ASEL","0","","0","0","0","","","","","","0.9","0.00","0.00","0.00","0.90","","","","0:54","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1987-05-30","6421822","C-152, Cessna","C152","4XALY","909","ASEL","0","","0","0","0","","","","","","0.9","0.00","0.00","0.00","0.90","","","","0:54","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1987-05-24","6421821","C-152, Cessna","C152","4XALY","909","ASEL","0","","0","0","0","","","","","","1.1","0.00","0.00","0.00","1.10","","","","1:06","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1987-05-08","6421820","C-152, Cessna","C152","4XCGA","206030","ASEL","0","","0","0","0","","","","","","0.9","0.00","0.00","0.00","0.90","","","","0:54","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1987-05-01","6421819","C-152, Cessna","C152","4XCGA","206030","ASEL","0","","0","0","0","","","","","","0.5","0.00","0.00","0.00","0.50","","","","0:30","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
